r1,r2,fhd
41,49,0.5025
41,50,0.515
41,51,0.4925
41,52,0.5
41,53,0.5075
41,54,0.485
41,55,0.4875
41,56,0.54
41,57,0.4525
41,58,0.46
41,59,0.4675
41,60,0.495
41,61,0.5375
41,62,0.52
41,63,0.5525
41,64,0.51
41,65,0.56
41,66,0.5125
41,67,0.4825
41,68,0.54
41,69,0.5125
41,70,0.535
41,71,0.445
41,72,0.5025
41,73,0.53
41,74,0.4975
41,75,0.5
41,76,0.525
41,77,0.5
41,78,0.4775
42,0,0.5425
42,1,0.4575
42,2,0.5
42,3,0.4725
42,4,0.4825
42,5,0.46
42,6,0.475
42,7,0.495
42,8,0.4775
42,9,0.5025
42,10,0.4975
42,11,0.5075
42,12,0.4775
42,13,0.4375
42,14,0.4975
42,15,0.505
42,16,0.48
42,17,0.4775
42,18,0.475
42,19,0.4825
42,20,0.4925
42,21,0.4825
42,22,0.4925
42,23,0.5025
42,24,0.49
42,25,0.505
42,26,0.525
42,27,0.525
42,28,0.495
42,29,0.475
42,30,0.505
42,31,0.4925
42,32,0.5725
42,33,0.49
42,34,0.48
42,35,0.5175
42,36,0.4825
42,37,0.535
42,38,0.52
42,39,0.4725
42,40,0.51
42,41,0.5025
42,42,0.0
42,43,0.495
42,44,0.495
42,45,0.505
42,46,0.5275
42,47,0.4925
42,48,0.52
42,49,0.49
42,50,0.5175
42,51,0.5
42,52,0.5325
42,53,0.47
42,54,0.4925
42,55,0.53
42,56,0.5025
42,57,0.525
42,58,0.4975
42,59,0.48
42,60,0.5025
42,61,0.49
42,62,0.4725
42,63,0.505
42,64,0.4925
42,65,0.4675
42,66,0.54
42,67,0.55
42,68,0.4975
42,69,0.49
42,70,0.5225
42,71,0.4925
42,72,0.525
42,73,0.5325
42,74,0.475
42,75,0.4725
42,76,0.5175
42,77,0.4725
42,78,0.475
43,0,0.4375
43,1,0.4825
43,2,0.505
43,3,0.4775
43,4,0.4975
43,5,0.525
43,6,0.54
43,7,0.535
43,8,0.5675
43,9,0.4625
43,10,0.5125
43,11,0.5025
43,12,0.4625
43,13,0.5025
43,14,0.5575
43,15,0.55
43,16,0.545
43,17,0.5075
43,18,0.5
43,19,0.5225
43,20,0.5175
43,21,0.5075
43,22,0.5175
43,23,0.4825
43,24,0.505
43,25,0.475
43,26,0.455
43,27,0.5
43,28,0.0
43,29,0.485
43,30,0.52
43,31,0.5575
43,32,0.4725
43,33,0.505
43,34,0.44
43,35,0.4775
43,36,0.5175
43,37,0.485
43,38,0.495
43,39,0.4625
43,40,0.525
43,41,0.4375
43,42,0.495
43,43,0.0
43,44,0.535
43,45,0.5
43,46,0.4875
43,47,0.5425
43,48,0.5
43,49,0.49
43,50,0.4775
43,51,0.475
43,52,0.5275
43,53,0.525
43,54,0.5025
43,55,0.515
43,56,0.5175
43,57,0.485
43,58,0.4875
43,59,0.52
43,60,0.4875
43,61,0.465
43,62,0.4475
43,63,0.475
43,64,0.4975
43,65,0.4625
43,66,0.53
43,67,0.49
43,68,0.4725
43,69,0.525
43,70,0.4925
43,71,0.5025
43,72,0.515
43,73,0.5175
43,74,0.525
43,75,0.4925
43,76,0.4675
43,77,0.4725
43,78,0.47
44,0,0.4975
44,1,0.4925
44,2,0.475
44,3,0.5375
44,4,0.4825
44,5,0.515
44,6,0.515
44,7,0.535
44,8,0.5075
44,9,0.5125
44,10,0.4525
44,11,0.4675
44,12,0.4825
44,13,0.4625
44,14,0.4475
44,15,0.47
44,16,0.485
44,17,0.5325
44,18,0.515
44,19,0.4975
44,20,0.5075
44,21,0.4675
44,22,0.4975
44,23,0.5725
44,24,0.505
44,25,0.475
44,26,0.525
44,27,0.5
44,28,0.535
44,29,0.5
44,30,0.495
44,31,0.5175
44,32,0.4825
44,33,0.49
44,34,0.485
44,35,0.5525
44,36,0.4925
44,37,0.59
44,38,0.545
44,39,0.5225
44,40,0.455
44,41,0.5525
44,42,0.495
44,43,0.535
44,44,0.0
44,45,0.435
44,46,0.4925
44,47,0.5175
44,48,0.5
44,49,0.57
44,50,0.4875
44,51,0.535
44,52,0.5275
44,53,0.48
44,54,0.5225
44,55,0.525
44,56,0.4875
44,57,0.485
44,58,0.5325
44,59,0.495
44,60,0.5325
44,61,0.52
44,62,0.4475
44,63,0.535
44,64,0.5075
44,65,0.5175
44,66,0.505
44,67,0.53
44,68,0.5025
44,69,0.51
44,70,0.4825
44,71,0.5075
44,72,0.55
44,73,0.5025
44,74,0.43
44,75,0.5425
44,76,0.5425
44,77,0.4725
44,78,0.515
45,0,0.5375
45,1,0.4925
45,2,0.43
45,3,0.5075
45,4,0.4875
45,5,0.49
45,6,0.545
45,7,0.53
45,8,0.5175
45,9,0.5025
45,10,0.5325
45,11,0.5025
45,12,0.4875
45,13,0.4875
45,14,0.5025
45,15,0.505
45,16,0.47
45,17,0.5225
45,18,0.535
45,19,0.4725
45,20,0.4975
45,21,0.4975
45,22,0.4875
45,23,0.4725
45,24,0.56
45,25,0.495
45,26,0.47
45,27,0.49
45,28,0.5
45,29,0.415
45,30,0.465
45,31,0.5275
45,32,0.5025
45,33,0.475
45,34,0.5
45,35,0.5125
45,36,0.4625
45,37,0.57
45,38,0.48
45,39,0.5375
45,40,0.47
45,41,0.4725
45,42,0.505
45,43,0.5
45,44,0.435
45,45,0.0
45,46,0.5175
45,47,0.5175
45,48,0.485
45,49,0.55
45,50,0.4925
45,51,0.435
45,52,0.5475
45,53,0.5
45,54,0.4625
45,55,0.5
45,56,0.5075
45,57,0.475
45,58,0.5325
45,59,0.47
45,60,0.5475
45,61,0.555
45,62,0.4875
45,63,0.52
45,64,0.4725
45,65,0.5475
45,66,0.485
45,67,0.49
45,68,0.4625
45,69,0.515
45,70,0.5325
45,71,0.5125
45,72,0.49
45,73,0.4675
45,74,0.445
45,75,0.4875
45,76,0.4925
45,77,0.5675
45,78,0.49
46,0,0.5
46,1,0.41
46,2,0.4925
46,3,0.53
46,4,0.505
46,5,0.4675
46,6,0.5175
46,7,0.4725
46,8,0.44
46,9,0.535
46,10,0.485
46,11,0.54
46,12,0.49
46,13,0.54
46,14,0.495
46,15,0.5225
46,16,0.5425
46,17,0.5
46,18,0.4925
46,19,0.505
46,20,0.5
46,21,0.475
46,22,0.465
46,23,0.5
46,24,0.5275
46,25,0.4875
46,26,0.5275
46,27,0.4875
46,28,0.4875
46,29,0.5575
46,30,0.4625
46,31,0.525
46,32,0.46
46,33,0.5175
46,34,0.5125
46,35,0.57
46,36,0.53
46,37,0.4375
46,38,0.4525
46,39,0.49
46,40,0.5475
46,41,0.515
46,42,0.5275
46,43,0.4875
46,44,0.4925
46,45,0.5175
46,46,0.0
46,47,0.535
46,48,0.4775
46,49,0.4825
46,50,0.525
46,51,0.4975
46,52,0.5
46,53,0.5275
46,54,0.485
46,55,0.5175
46,56,0.505
46,57,0.4775
46,58,0.485
46,59,0.5075
46,60,0.51
46,61,0.4975
46,62,0.47
46,63,0.5075
46,64,0.5
46,65,0.525
46,66,0.4875
46,67,0.4475
46,68,0.415
46,69,0.5075
46,70,0.495
46,71,0.455
46,72,0.4425
46,73,0.47
46,74,0.5175
46,75,0.48
46,76,0.525
46,77,0.56
46,78,0.4825
47,0,0.515
47,1,0.485
47,2,0.5175
47,3,0.48
47,4,0.505
47,5,0.5375
47,6,0.4675
47,7,0.5775
47,8,0.455
47,9,0.485
47,10,0.48
47,11,0.515
47,12,0.44
47,13,0.475
47,14,0.52
47,15,0.4975
47,16,0.4875
47,17,0.505
47,18,0.5075
47,19,0.54
47,20,0.495
47,21,0.51
47,22,0.525
47,23,0.485
47,24,0.5425
47,25,0.4825
47,26,0.5325
47,27,0.4825
47,28,0.5425
47,29,0.4575
47,30,0.4725
47,31,0.43
47,32,0.56
47,33,0.4875
47,34,0.5225
47,35,0.52
47,36,0.485
47,37,0.4975
47,38,0.5325
47,39,0.47
47,40,0.4825
47,41,0.43
47,42,0.4925
47,43,0.5425
47,44,0.5175
47,45,0.5175
47,46,0.535
47,47,0.0
47,48,0.4875
47,49,0.4925
47,50,0.475
47,51,0.4975
47,52,0.47
47,53,0.4775
47,54,0.515
47,55,0.5075
47,56,0.465
47,57,0.5025
47,58,0.485
47,59,0.4325
47,60,0.495
47,61,0.5675
47,62,0.48
47,63,0.4975
47,64,0.535
47,65,0.495
47,66,0.4775
47,67,0.5275
47,68,0.515
47,69,0.4575
47,70,0.475
47,71,0.525
47,72,0.5025
47,73,0.485
47,74,0.4575
47,75,0.535
47,76,0.54
47,77,0.515
47,78,0.4925
48,0,0.4925
48,1,0.4975
48,2,0.44
48,3,0.4925
48,4,0.5225
48,5,0.53
48,6,0.48
48,7,0.5
48,8,0.5025
48,9,0.5025
48,10,0.4925
48,11,0.4775
48,12,0.4975
48,13,0.4875
48,14,0.5325
48,15,0.54
48,16,0.515
48,17,0.4225
48,18,0.51
48,19,0.4625
48,20,0.5475
48,21,0.4925
48,22,0.4725
48,23,0.5025
48,24,0.575
48,25,0.49
48,26,0.51
48,27,0.485
48,28,0.5
48,29,0.52
48,30,0.53
48,31,0.4725
48,32,0.4375
48,33,0.54
48,34,0.505
48,35,0.5225
48,36,0.5225
48,37,0.495
48,38,0.485
48,39,0.5325
48,40,0.465
48,41,0.5025
48,42,0.52
48,43,0.5
48,44,0.5
48,45,0.485
48,46,0.4775
48,47,0.4875
48,48,0.0
48,49,0.5
48,50,0.4575
48,51,0.575
48,52,0.4725
48,53,0.505
48,54,0.5175
48,55,0.505
48,56,0.5075
48,57,0.46
48,58,0.5225
48,59,0.42
48,60,0.4875
48,61,0.53
48,62,0.5075
48,63,0.505
48,64,0.4575
48,65,0.4775
48,66,0.51
48,67,0.475
48,68,0.5175
48,69,0.49
48,70,0.5075
48,71,0.4825
48,72,0.485
48,73,0.4775
48,74,0.555
48,75,0.5125
48,76,0.5175
48,77,0.4725
48,78,0.455
49,0,0.5075
49,1,0.5175
49,2,0.505
49,3,0.5125
49,4,0.4975
49,5,0.52
49,6,0.5
49,7,0.475
49,8,0.5125
49,9,0.5175
49,10,0.4975
49,11,0.4875
49,12,0.4625
49,13,0.4825
49,14,0.5275
49,15,0.515
49,16,0.46
49,17,0.4775
49,18,0.475
49,19,0.5275
49,20,0.4775
49,21,0.5475
49,22,0.4575
49,23,0.5175
49,24,0.495
49,25,0.49
49,26,0.475
49,27,0.485
49,28,0.49
49,29,0.475
49,30,0.48
49,31,0.4675
49,32,0.5025
49,33,0.49
49,34,0.475
49,35,0.4925
49,36,0.5275
49,37,0.47
49,38,0.5
49,39,0.5075
49,40,0.495
49,41,0.5025
49,42,0.49
49,43,0.49
49,44,0.57
49,45,0.55
49,46,0.4825
49,47,0.4925
49,48,0.5
49,49,0.0
49,50,0.4625
49,51,0.5
49,52,0.4875
49,53,0.51
49,54,0.4625
49,55,0.48
49,56,0.5075
49,57,0.48
49,58,0.5225
49,59,0.51
49,60,0.4975
49,61,0.485
49,62,0.5475
49,63,0.5
49,64,0.5475
49,65,0.5275
49,66,0.5
49,67,0.46
49,68,0.5075
49,69,0.46
49,70,0.4675
49,71,0.4725
49,72,0.48
49,73,0.5025
49,74,0.485
49,75,0.5475
49,76,0.5175
49,77,0.4875
49,78,0.505
50,0,0.525
50,1,0.475
50,2,0.5175
50,3,0.535
50,4,0.51
50,5,0.4975
50,6,0.5125
50,7,0.5525
50,8,0.48
50,9,0.42
50,10,0.475
50,11,0.485
50,12,0.5
50,13,0.455
50,14,0.55
50,15,0.4725
50,16,0.5025
50,17,0.535
50,18,0.5375
50,19,0.46
50,20,0.495
50,21,0.55
50,22,0.5
50,23,0.46
50,24,0.5625
50,25,0.4775
50,26,0.5225
50,27,0.4575
50,28,0.4775
50,29,0.4675
50,30,0.4775
50,31,0.495
50,32,0.535
50,33,0.5125
50,34,0.4875
50,35,0.45
50,36,0.475
50,37,0.5375
50,38,0.5125
50,39,0.525
50,40,0.4625
50,41,0.515
50,42,0.5175
50,43,0.4775
50,44,0.4875
50,45,0.4925
50,46,0.525
50,47,0.475
50,48,0.4575
50,49,0.4625
50,50,0.0
50,51,0.4525
50,52,0.465
50,53,0.4725
50,54,0.51
50,55,0.5075
50,56,0.49
50,57,0.4825
50,58,0.555
50,59,0.4875
50,60,0.49
50,61,0.5225
50,62,0.51
50,63,0.4875
50,64,0.485
50,65,0.455
50,66,0.4825
50,67,0.4725
50,68,0.47
50,69,0.4725
50,70,0.485
50,71,0.485
50,72,0.5425
50,73,0.485
50,74,0.4975
50,75,0.535
50,76,0.48
50,77,0.53
50,78,0.4725
51,0,0.4875
51,1,0.4725
51,2,0.49
51,3,0.4825
51,4,0.4775
51,5,0.46
51,6,0.51
51,7,0.49
51,8,0.5225
51,9,0.5225
51,10,0.5275
51,11,0.5425
51,12,0.5275
51,13,0.5075
51,14,0.5075
51,15,0.425
51,16,0.51
51,17,0.5025
51,18,0.47
51,19,0.4925
51,20,0.4825
51,21,0.4975
51,22,0.5225
51,23,0.4975
51,24,0.5
51,25,0.52
51,26,0.43
51,27,0.52
51,28,0.475
51,29,0.53
51,30,0.525
51,31,0.4875
51,32,0.5325
51,33,0.465
51,34,0.52
51,35,0.5225
51,36,0.4775
51,37,0.52
51,38,0.455
51,39,0.4875
51,40,0.545
51,41,0.4925
51,42,0.5
51,43,0.475
51,44,0.535
51,45,0.435
51,46,0.4975
51,47,0.4975
51,48,0.575
51,49,0.5
51,50,0.4525
51,51,0.0
51,52,0.5575
51,53,0.49
51,54,0.4625
51,55,0.53
51,56,0.5125
51,57,0.485
51,58,0.4875
51,59,0.535
51,60,0.5225
51,61,0.48
51,62,0.4775
51,63,0.525
51,64,0.5425
51,65,0.4675
51,66,0.505
51,67,0.52
51,68,0.4725
51,69,0.55
51,70,0.5075
51,71,0.4375
51,72,0.545
51,73,0.5375
51,74,0.48
51,75,0.5325
51,76,0.4625
51,77,0.4975
51,78,0.505
52,0,0.5
52,1,0.485
52,2,0.4625
52,3,0.56
52,4,0.495
52,5,0.5325
52,6,0.5225
52,7,0.4825
52,8,0.475
52,9,0.5
52,10,0.495
52,11,0.45
52,12,0.545
52,13,0.485
52,14,0.49
52,15,0.4625
52,16,0.4675
52,17,0.515
52,18,0.5075
52,19,0.525
52,20,0.52
52,21,0.53
52,22,0.52
52,23,0.515
52,24,0.4925
52,25,0.4925
52,26,0.5325
52,27,0.4725
52,28,0.5275
52,29,0.4825
52,30,0.4725
52,31,0.48
52,32,0.465
52,33,0.4875
52,34,0.4675
52,35,0.485
52,36,0.565
52,37,0.4775
52,38,0.5275
52,39,0.485
52,40,0.4925
52,41,0.5
52,42,0.5325
52,43,0.5275
52,44,0.5275
52,45,0.5475
52,46,0.5
52,47,0.47
52,48,0.4725
52,49,0.4875
52,50,0.465
52,51,0.5575
52,52,0.0
52,53,0.5425
52,54,0.535
52,55,0.5075
52,56,0.495
52,57,0.4525
52,58,0.47
52,59,0.4875
52,60,0.48
52,61,0.5025
52,62,0.48
52,63,0.5075
52,64,0.52
52,65,0.495
52,66,0.5425
52,67,0.5175
52,68,0.435
52,69,0.4625
52,70,0.49
52,71,0.5
52,72,0.5075
52,73,0.475
52,74,0.5575
52,75,0.5
52,76,0.475
52,77,0.53
52,78,0.5175
53,0,0.5075
53,1,0.5025
53,2,0.52
53,3,0.4775
53,4,0.4575
53,5,0.465
53,6,0.48
53,7,0.54
53,8,0.4625
53,9,0.4625
53,10,0.4925
53,11,0.5175
53,12,0.5225
53,13,0.5175
53,14,0.4675
53,15,0.48
53,16,0.455
53,17,0.5075
53,18,0.48
53,19,0.4475
53,20,0.4875
53,21,0.4875
53,22,0.5175
53,23,0.4825
53,24,0.505
53,25,0.485
53,26,0.51
53,27,0.53
53,28,0.525
53,29,0.45
53,30,0.485
53,31,0.4925
53,32,0.4925
53,33,0.505
53,34,0.495
53,35,0.5075
53,36,0.4475
53,37,0.575
53,38,0.495
53,39,0.4975
53,40,0.41
53,41,0.5075
53,42,0.47
53,43,0.525
53,44,0.48
53,45,0.5
53,46,0.5275
53,47,0.4775
53,48,0.505
53,49,0.51
53,50,0.4725
53,51,0.49
53,52,0.5425
53,53,0.0
53,54,0.4925
53,55,0.52
53,56,0.4775
53,57,0.48
53,58,0.5625
53,59,0.455
53,60,0.5175
53,61,0.51
53,62,0.5425
53,63,0.48
53,64,0.4925
53,65,0.4975
53,66,0.47
53,67,0.505
53,68,0.5075
53,69,0.435
53,70,0.4125
53,71,0.4875
53,72,0.47
53,73,0.5575
53,74,0.49
53,75,0.5075
53,76,0.5075
53,77,0.5175
53,78,0.485
54,0,0.48
54,1,0.45
54,2,0.5275
54,3,0.495
54,4,0.46
54,5,0.4775
54,6,0.5175
54,7,0.4525
54,8,0.525
54,9,0.545
54,10,0.535
54,11,0.505
54,12,0.495
54,13,0.485
54,14,0.51
54,15,0.5175
54,16,0.5275
54,17,0.475
54,18,0.4625
54,19,0.515
54,20,0.485
54,21,0.55
54,22,0.465
54,23,0.495
54,24,0.4825
54,25,0.4725
54,26,0.5225
54,27,0.4675
54,28,0.5025
54,29,0.5075
54,30,0.4975
54,31,0.485
54,32,0.495
54,33,0.4725
54,34,0.5175
54,35,0.525
54,36,0.555
54,37,0.5175
54,38,0.4925
54,39,0.455
54,40,0.5025
54,41,0.485
54,42,0.4925
54,43,0.5025
54,44,0.5225
54,45,0.4625
54,46,0.485
54,47,0.515
54,48,0.5175
54,49,0.4625
54,50,0.51
54,51,0.4625
54,52,0.535
54,53,0.4925
54,54,0.0
54,55,0.4875
54,56,0.505
54,57,0.5375
54,58,0.5
54,59,0.4825
54,60,0.485
54,61,0.5075
54,62,0.525
54,63,0.5125
54,64,0.495
54,65,0.52
54,66,0.4825
54,67,0.5275
54,68,0.48
54,69,0.5225
54,70,0.45
54,71,0.495
54,72,0.4975
54,73,0.5
54,74,0.5175
54,75,0.495
54,76,0.5
54,77,0.495
54,78,0.4425
55,0,0.5475
55,1,0.4625
55,2,0.54
55,3,0.5125
55,4,0.5075
55,5,0.44
55,6,0.515
55,7,0.495
55,8,0.5125
55,9,0.4375
55,10,0.5175
55,11,0.4875
55,12,0.5125
55,13,0.4725
55,14,0.4775
55,15,0.53
55,16,0.505
55,17,0.4425
55,18,0.475
55,19,0.5025
55,20,0.5175
55,21,0.4675
55,22,0.4475
55,23,0.5075
55,24,0.445
55,25,0.505
55,26,0.565
55,27,0.48
55,28,0.515
55,29,0.46
55,30,0.51
55,31,0.5175
55,32,0.4975
55,33,0.54
55,34,0.525
55,35,0.5325
55,36,0.5225
55,37,0.485
55,38,0.445
55,39,0.4875
55,40,0.495
55,41,0.4875
55,42,0.53
55,43,0.515
55,44,0.525
55,45,0.5
55,46,0.5175
55,47,0.5075
55,48,0.505
55,49,0.48
55,50,0.5075
55,51,0.53
55,52,0.5075
55,53,0.52
55,54,0.4875
55,55,0.0
55,56,0.4925
55,57,0.57
55,58,0.4925
55,59,0.495
55,60,0.5325
55,61,0.495
55,62,0.5625
55,63,0.46
55,64,0.4975
55,65,0.4975
55,66,0.505
55,67,0.47
55,68,0.5025
55,69,0.48
55,70,0.4525
55,71,0.5175
55,72,0.445
55,73,0.5075
55,74,0.55
55,75,0.5375
55,76,0.4925
55,77,0.4675
55,78,0.495
56,0,0.48
56,1,0.515
56,2,0.4675
56,3,0.48
56,4,0.455
56,5,0.5075
56,6,0.4825
56,7,0.5175
56,8,0.465
56,9,0.455
56,10,0.495
56,11,0.45
56,12,0.505
56,13,0.515
56,14,0.47
56,15,0.4875
56,16,0.4925
56,17,0.465
56,18,0.4725
56,19,0.515
56,20,0.47
56,21,0.525
56,22,0.45
56,23,0.555
56,24,0.5225
56,25,0.4975
56,26,0.4425
56,27,0.4925
56,28,0.5175
56,29,0.4575
56,30,0.4675
56,31,0.495
56,32,0.54
56,33,0.4775
56,34,0.4575
56,35,0.56
56,36,0.46
56,37,0.4825
56,38,0.4925
56,39,0.515
56,40,0.4925
56,41,0.54
56,42,0.5025
56,43,0.5175
56,44,0.4875
56,45,0.5075
56,46,0.505
56,47,0.465
56,48,0.5075
56,49,0.5075
56,50,0.49
56,51,0.5125
56,52,0.495
56,53,0.4775
56,54,0.505
56,55,0.4925
56,56,0.0
56,57,0.4775
56,58,0.475
56,59,0.4875
56,60,0.515
56,61,0.5125
56,62,0.485
56,63,0.4875
56,64,0.525
56,65,0.51
56,66,0.5175
56,67,0.5125
56,68,0.55
56,69,0.4375
56,70,0.45
56,71,0.465
56,72,0.4575
56,73,0.5
56,74,0.4975
56,75,0.505
56,76,0.505
56,77,0.46
56,78,0.4725
57,0,0.4925
57,1,0.5075
57,2,0.44
57,3,0.5025
57,4,0.4625
57,5,0.485
57,6,0.51
57,7,0.54
57,8,0.4425
57,9,0.4875
57,10,0.5225
57,11,0.5025
57,12,0.5175
57,13,0.4775
57,14,0.5225
57,15,0.505
57,16,0.52
57,17,0.5125
57,18,0.51
57,19,0.4875
57,20,0.4525
57,21,0.4925
57,22,0.4825
57,23,0.5075
57,24,0.535
57,25,0.48
57,26,0.445
57,27,0.51
57,28,0.485
57,29,0.48
57,30,0.535
57,31,0.5375
57,32,0.5175
57,33,0.51
57,34,0.465
57,35,0.5225
57,36,0.4225
57,37,0.515
57,38,0.52
57,39,0.5125
57,40,0.495
57,41,0.4525
57,42,0.525
57,43,0.485
57,44,0.485
57,45,0.475
57,46,0.4775
57,47,0.5025
57,48,0.46
57,49,0.48
57,50,0.4825
57,51,0.485
57,52,0.4525
57,53,0.48
57,54,0.5375
57,55,0.57
57,56,0.4775
57,57,0.0
57,58,0.5025
57,59,0.47
57,60,0.5475
57,61,0.48
57,62,0.4575
57,63,0.465
57,64,0.5475
57,65,0.4925
57,66,0.45
57,67,0.5
57,68,0.4825
57,69,0.505
57,70,0.5325
57,71,0.4775
57,72,0.47
57,73,0.5175
57,74,0.445
57,75,0.5025
57,76,0.5125
57,77,0.5425
57,78,0.505
58,0,0.49
58,1,0.5
58,2,0.4875
58,3,0.515
58,4,0.505
58,5,0.5425
58,6,0.5225
58,7,0.4675
58,8,0.43
58,9,0.52
58,10,0.52
58,11,0.485
58,12,0.45
58,13,0.56
58,14,0.49
58,15,0.4975
58,16,0.5625
58,17,0.48
58,18,0.4825
58,19,0.505
58,20,0.535
58,21,0.545
58,22,0.485
58,23,0.51
58,24,0.4875
58,25,0.5225
58,26,0.5025
58,27,0.4975
58,28,0.4875
58,29,0.4725
58,30,0.5075
58,31,0.5
58,32,0.52
58,33,0.4575
58,34,0.5225
58,35,0.495
58,36,0.5
58,37,0.4625
58,38,0.4725
58,39,0.485
58,40,0.4975
58,41,0.46
58,42,0.4975
58,43,0.4875
58,44,0.5325
58,45,0.5325
58,46,0.485
58,47,0.485
58,48,0.5225
58,49,0.5225
58,50,0.555
58,51,0.4875
58,52,0.47
58,53,0.5625
58,54,0.5
58,55,0.4925
58,56,0.475
58,57,0.5025
58,58,0.0
58,59,0.4725
58,60,0.55
58,61,0.5375
58,62,0.445
58,63,0.4875
58,64,0.49
58,65,0.52
58,66,0.5175
58,67,0.4925
58,68,0.475
58,69,0.4925
58,70,0.475
58,71,0.51
58,72,0.5125
58,73,0.45
58,74,0.5025
58,75,0.525
58,76,0.485
58,77,0.47
58,78,0.4875
59,0,0.5075
59,1,0.5325
59,2,0.46
59,3,0.4825
59,4,0.4725
59,5,0.495
59,6,0.495
59,7,0.515
59,8,0.4375
59,9,0.5075
59,10,0.4925
59,11,0.5125
59,12,0.5025
59,13,0.4825
59,14,0.5225
59,15,0.485
59,16,0.47
59,17,0.5025
59,18,0.485
59,19,0.5025
59,20,0.5325
59,21,0.4775
59,22,0.4725
59,23,0.4975
59,24,0.6
59,25,0.485
59,26,0.515
59,27,0.52
59,28,0.52
59,29,0.495
59,30,0.455
59,31,0.4375
59,32,0.5175
59,33,0.455
59,34,0.48
59,35,0.5325
59,36,0.4875
59,37,0.48
59,38,0.575
59,39,0.4875
59,40,0.47
59,41,0.4675
59,42,0.48
59,43,0.52
59,44,0.495
59,45,0.47
59,46,0.5075
59,47,0.4325
59,48,0.42
59,49,0.51
59,50,0.4875
59,51,0.535
59,52,0.4875
59,53,0.455
59,54,0.4825
59,55,0.495
59,56,0.4875
59,57,0.47
59,58,0.4725
59,59,0.0
59,60,0.5375
59,61,0.54
59,62,0.5225
59,63,0.53
59,64,0.4975
59,65,0.5125
59,66,0.455
59,67,0.48
59,68,0.4925
59,69,0.45
59,70,0.5025
59,71,0.4875
59,72,0.525
59,73,0.5275
59,74,0.47
59,75,0.5275
59,76,0.5075
59,77,0.5125
59,78,0.465
60,0,0.52
60,1,0.505
60,2,0.5225
60,3,0.505
60,4,0.5
60,5,0.4625
60,6,0.4875
60,7,0.5175
60,8,0.485
60,9,0.49
60,10,0.46
60,11,0.5
60,12,0.535
60,13,0.495
60,14,0.485
60,15,0.5425
60,16,0.5425
60,17,0.48
60,18,0.5025
60,19,0.58
60,20,0.47
60,21,0.505
60,22,0.545
60,23,0.46
60,24,0.4775
60,25,0.4625
60,26,0.4475
60,27,0.5625
60,28,0.4875
60,29,0.4625
60,30,0.5425
60,31,0.585
60,32,0.495
60,33,0.5375
60,34,0.4425
60,35,0.47
60,36,0.535
60,37,0.4725
60,38,0.5075
60,39,0.475
60,40,0.5625
60,41,0.495
60,42,0.5025
60,43,0.4875
60,44,0.5325
60,45,0.5475
60,46,0.51
60,47,0.495
60,48,0.4875
60,49,0.4975
60,50,0.49
60,51,0.5225
60,52,0.48
60,53,0.5175
60,54,0.485
60,55,0.5325
60,56,0.515
60,57,0.5475
60,58,0.55
60,59,0.5375
60,60,0.0
60,61,0.4925
60,62,0.56
60,63,0.5125
60,64,0.485
60,65,0.5
60,66,0.5275
60,67,0.5125
60,68,0.485
60,69,0.5475
60,70,0.59
60,71,0.49
60,72,0.5425
60,73,0.505
60,74,0.5625
60,75,0.435
60,76,0.55
60,77,0.545
60,78,0.4975
61,0,0.4625
61,1,0.5425
61,2,0.545
61,3,0.5025
61,4,0.5025
61,5,0.47
61,6,0.495
61,7,0.485
61,8,0.5175
61,9,0.4625
61,10,0.5275
61,11,0.4825
61,12,0.4975
61,13,0.4675
61,14,0.4925
61,15,0.525
61,16,0.48
61,17,0.4425
61,18,0.5
61,19,0.4475
61,20,0.4925
61,21,0.4825
61,22,0.5025
61,23,0.4725
61,24,0.465
61,25,0.51
61,26,0.52
61,27,0.53
61,28,0.465
61,29,0.535
61,30,0.495
61,31,0.4875
61,32,0.5775
61,33,0.505
61,34,0.54
61,35,0.4575
61,36,0.5425
61,37,0.52
61,38,0.54
61,39,0.4625
61,40,0.51
61,41,0.5375
61,42,0.49
61,43,0.465
61,44,0.52
61,45,0.555
61,46,0.4975
61,47,0.5675
61,48,0.53
61,49,0.485
61,50,0.5225
61,51,0.48
61,52,0.5025
61,53,0.51
61,54,0.5075
61,55,0.495
61,56,0.5125
61,57,0.48
61,58,0.5375
61,59,0.54
61,60,0.4925
61,61,0.0
61,62,0.5275
61,63,0.55
61,64,0.4975
61,65,0.4375
61,66,0.52
61,67,0.52
61,68,0.5075
61,69,0.56
61,70,0.4675
61,71,0.4925
61,72,0.455
61,73,0.5625
61,74,0.53
61,75,0.4775
61,76,0.4925
61,77,0.4775
61,78,0.535
62,0,0.495
62,1,0.495
62,2,0.4575
62,3,0.54
62,4,0.52
62,5,0.5325
62,6,0.4475
62,7,0.4925
62,8,0.44
62,9,0.53
62,10,0.47
62,11,0.515
62,12,0.46
62,13,0.52
62,14,0.545
62,15,0.5175
62,16,0.5125
62,17,0.49
62,18,0.5125
62,19,0.565
62,20,0.46
62,21,0.53
62,22,0.51
62,23,0.545
62,24,0.5275
62,25,0.5125
62,26,0.4975
62,27,0.5275
62,28,0.4475
62,29,0.5275
62,30,0.4825
62,31,0.485
62,32,0.505
62,33,0.5575
62,34,0.4875
