r1,r2,fhd
20,63,0.4575
20,64,0.485
20,65,0.5
20,66,0.4275
20,67,0.5225
20,68,0.515
20,69,0.5325
20,70,0.435
20,71,0.475
20,72,0.4525
20,73,0.51
20,74,0.4975
20,75,0.505
20,76,0.5
20,77,0.5
20,78,0.4675
21,0,0.545
21,1,0.49
21,2,0.5275
21,3,0.48
21,4,0.48
21,5,0.4975
21,6,0.5075
21,7,0.5325
21,8,0.505
21,9,0.445
21,10,0.475
21,11,0.54
21,12,0.49
21,13,0.515
21,14,0.5
21,15,0.4625
21,16,0.4925
21,17,0.48
21,18,0.5025
21,19,0.545
21,20,0.495
21,21,0.0
21,22,0.565
21,23,0.525
21,24,0.4975
21,25,0.4675
21,26,0.4775
21,27,0.5275
21,28,0.5075
21,29,0.5075
21,30,0.5325
21,31,0.5
21,32,0.47
21,33,0.5525
21,34,0.4925
21,35,0.5
21,36,0.49
21,37,0.4575
21,38,0.5025
21,39,0.515
21,40,0.5125
21,41,0.525
21,42,0.4825
21,43,0.5075
21,44,0.4675
21,45,0.4975
21,46,0.475
21,47,0.51
21,48,0.4925
21,49,0.5475
21,50,0.55
21,51,0.4975
21,52,0.53
21,53,0.4875
21,54,0.55
21,55,0.4675
21,56,0.525
21,57,0.4925
21,58,0.545
21,59,0.4775
21,60,0.505
21,61,0.4825
21,62,0.53
21,63,0.4925
21,64,0.49
21,65,0.475
21,66,0.5075
21,67,0.4875
21,68,0.51
21,69,0.5175
21,70,0.45
21,71,0.525
21,72,0.4475
21,73,0.595
21,74,0.5325
21,75,0.515
21,76,0.515
21,77,0.48
21,78,0.5425
22,0,0.53
22,1,0.475
22,2,0.5475
22,3,0.52
22,4,0.515
22,5,0.4975
22,6,0.4825
22,7,0.4825
22,8,0.53
22,9,0.515
22,10,0.515
22,11,0.475
22,12,0.505
22,13,0.485
22,14,0.435
22,15,0.5075
22,16,0.4725
22,17,0.475
22,18,0.4875
22,19,0.46
22,20,0.49
22,21,0.565
22,22,0.0
22,23,0.54
22,24,0.5625
22,25,0.4175
22,26,0.5325
22,27,0.5425
22,28,0.5175
22,29,0.5225
22,30,0.4675
22,31,0.485
22,32,0.515
22,33,0.5125
22,34,0.5475
22,35,0.51
22,36,0.49
22,37,0.4875
22,38,0.4975
22,39,0.59
22,40,0.4875
22,41,0.53
22,42,0.4925
22,43,0.5175
22,44,0.4975
22,45,0.4875
22,46,0.465
22,47,0.525
22,48,0.4725
22,49,0.4575
22,50,0.5
22,51,0.5225
22,52,0.52
22,53,0.5175
22,54,0.465
22,55,0.4475
22,56,0.45
22,57,0.4825
22,58,0.485
22,59,0.4725
22,60,0.545
22,61,0.5025
22,62,0.51
22,63,0.5175
22,64,0.535
22,65,0.485
22,66,0.5125
22,67,0.4575
22,68,0.495
22,69,0.4625
22,70,0.455
22,71,0.475
22,72,0.4525
22,73,0.47
22,74,0.5025
22,75,0.495
22,76,0.54
22,77,0.545
22,78,0.4925
23,0,0.53
23,1,0.525
23,2,0.5125
23,3,0.55
23,4,0.425
23,5,0.4675
23,6,0.5125
23,7,0.4775
23,8,0.5
23,9,0.445
23,10,0.525
23,11,0.525
23,12,0.5
23,13,0.485
23,14,0.485
23,15,0.5275
23,16,0.4975
23,17,0.535
23,18,0.5925
23,19,0.475
23,20,0.525
23,21,0.525
23,22,0.54
23,23,0.0
23,24,0.4975
23,25,0.5325
23,26,0.4575
23,27,0.5025
23,28,0.4825
23,29,0.4775
23,30,0.4875
23,31,0.48
23,32,0.465
23,33,0.5225
23,34,0.4625
23,35,0.48
23,36,0.525
23,37,0.5075
23,38,0.5825
23,39,0.48
23,40,0.4725
23,41,0.485
23,42,0.5025
23,43,0.4825
23,44,0.5725
23,45,0.4725
23,46,0.5
23,47,0.485
23,48,0.5025
23,49,0.5175
23,50,0.46
23,51,0.4975
23,52,0.515
23,53,0.4825
23,54,0.495
23,55,0.5075
23,56,0.555
23,57,0.5075
23,58,0.51
23,59,0.4975
23,60,0.46
23,61,0.4725
23,62,0.545
23,63,0.4725
23,64,0.48
23,65,0.485
23,66,0.5125
23,67,0.4925
23,68,0.405
23,69,0.4925
23,70,0.535
23,71,0.475
23,72,0.5125
23,73,0.49
23,74,0.5275
23,75,0.45
23,76,0.505
23,77,0.495
23,78,0.4875
24,0,0.4675
24,1,0.5175
24,2,0.47
24,3,0.5275
24,4,0.4725
24,5,0.525
24,6,0.465
24,7,0.43
24,8,0.5025
24,9,0.5025
24,10,0.5325
24,11,0.4875
24,12,0.4875
24,13,0.5275
24,14,0.4975
24,15,0.53
24,16,0.505
24,17,0.5425
24,18,0.53
24,19,0.5025
24,20,0.5075
24,21,0.4975
24,22,0.5625
24,23,0.4975
24,24,0.0
24,25,0.52
24,26,0.52
24,27,0.525
24,28,0.505
24,29,0.485
24,30,0.505
24,31,0.5325
24,32,0.5025
24,33,0.495
24,34,0.505
24,35,0.4175
24,36,0.5475
24,37,0.505
24,38,0.44
24,39,0.5175
24,40,0.495
24,41,0.5225
24,42,0.49
24,43,0.505
24,44,0.505
24,45,0.56
24,46,0.5275
24,47,0.5425
24,48,0.575
24,49,0.495
24,50,0.5625
24,51,0.5
24,52,0.4925
24,53,0.505
24,54,0.4825
24,55,0.445
24,56,0.5225
24,57,0.535
24,58,0.4875
24,59,0.6
24,60,0.4775
24,61,0.465
24,62,0.5275
24,63,0.525
24,64,0.5325
24,65,0.4875
24,66,0.515
24,67,0.515
24,68,0.4775
24,69,0.535
24,70,0.5275
24,71,0.5475
24,72,0.48
24,73,0.4925
24,74,0.555
24,75,0.4875
24,76,0.4725
24,77,0.4825
24,78,0.485
25,0,0.5525
25,1,0.4925
25,2,0.49
25,3,0.4475
25,4,0.4675
25,5,0.485
25,6,0.545
25,7,0.53
25,8,0.5425
25,9,0.4975
25,10,0.5125
25,11,0.4775
25,12,0.5075
25,13,0.5075
25,14,0.4775
25,15,0.515
25,16,0.485
25,17,0.4675
25,18,0.53
25,19,0.5675
25,20,0.4625
25,21,0.4675
25,22,0.4175
25,23,0.5325
25,24,0.52
25,25,0.0
25,26,0.49
25,27,0.535
25,28,0.475
25,29,0.495
25,30,0.445
25,31,0.4825
25,32,0.4375
25,33,0.485
25,34,0.515
25,35,0.4875
25,36,0.5025
25,37,0.455
25,38,0.535
25,39,0.5275
25,40,0.525
25,41,0.4475
25,42,0.505
25,43,0.475
25,44,0.475
25,45,0.495
25,46,0.4875
25,47,0.4825
25,48,0.49
25,49,0.49
25,50,0.4775
25,51,0.52
25,52,0.4925
25,53,0.485
25,54,0.4725
25,55,0.505
25,56,0.4975
25,57,0.48
25,58,0.5225
25,59,0.485
25,60,0.4625
25,61,0.51
25,62,0.5125
25,63,0.47
25,64,0.5375
25,65,0.4775
25,66,0.54
25,67,0.44
25,68,0.5275
25,69,0.49
25,70,0.4425
25,71,0.5275
25,72,0.475
25,73,0.5375
25,74,0.51
25,75,0.4975
25,76,0.5275
25,77,0.5125
25,78,0.555
26,0,0.4975
26,1,0.5625
26,2,0.48
26,3,0.4875
26,4,0.4575
26,5,0.51
26,6,0.5
26,7,0.505
26,8,0.5425
26,9,0.4325
26,10,0.4925
26,11,0.5375
26,12,0.4825
26,13,0.5425
26,14,0.5725
26,15,0.51
26,16,0.455
26,17,0.5575
26,18,0.47
26,19,0.5625
26,20,0.4975
26,21,0.4775
26,22,0.5325
26,23,0.4575
26,24,0.52
26,25,0.49
26,26,0.0
26,27,0.505
26,28,0.455
26,29,0.525
26,30,0.5
26,31,0.4975
26,32,0.5325
26,33,0.48
26,34,0.425
26,35,0.5025
26,36,0.5125
26,37,0.455
26,38,0.525
26,39,0.4325
26,40,0.505
26,41,0.4975
26,42,0.525
26,43,0.455
26,44,0.525
26,45,0.47
26,46,0.5275
26,47,0.5325
26,48,0.51
26,49,0.475
26,50,0.5225
26,51,0.43
26,52,0.5325
26,53,0.51
26,54,0.5225
26,55,0.565
26,56,0.4425
26,57,0.445
26,58,0.5025
26,59,0.515
26,60,0.4475
26,61,0.52
26,62,0.4975
26,63,0.525
26,64,0.4625
26,65,0.4975
26,66,0.595
26,67,0.48
26,68,0.5075
26,69,0.49
26,70,0.5725
26,71,0.4525
26,72,0.505
26,73,0.5125
26,74,0.47
26,75,0.4475
26,76,0.5325
26,77,0.4875
26,78,0.51
27,0,0.5375
27,1,0.5175
27,2,0.46
27,3,0.5125
27,4,0.4775
27,5,0.475
27,6,0.565
27,7,0.515
27,8,0.4975
27,9,0.4725
27,10,0.5275
27,11,0.4825
27,12,0.4625
27,13,0.4825
27,14,0.5025
27,15,0.545
27,16,0.495
27,17,0.4825
27,18,0.455
27,19,0.5325
27,20,0.5275
27,21,0.5275
27,22,0.5425
27,23,0.5025
27,24,0.525
27,25,0.535
27,26,0.505
27,27,0.0
27,28,0.5
27,29,0.51
27,30,0.485
27,31,0.5025
27,32,0.4675
27,33,0.495
27,34,0.51
27,35,0.5125
27,36,0.4775
27,37,0.525
27,38,0.47
27,39,0.4925
27,40,0.55
27,41,0.4825
27,42,0.525
27,43,0.5
27,44,0.5
27,45,0.49
27,46,0.4875
27,47,0.4825
27,48,0.485
27,49,0.485
27,50,0.4575
27,51,0.52
27,52,0.4725
27,53,0.53
27,54,0.4675
27,55,0.48
27,56,0.4925
27,57,0.51
27,58,0.4975
27,59,0.52
27,60,0.5625
27,61,0.53
27,62,0.5275
27,63,0.455
27,64,0.4975
27,65,0.5225
27,66,0.47
27,67,0.535
27,68,0.5075
27,69,0.485
27,70,0.4925
27,71,0.5075
27,72,0.505
27,73,0.4625
27,74,0.475
27,75,0.5175
27,76,0.4675
27,77,0.4925
27,78,0.555
28,0,0.4375
28,1,0.4825
28,2,0.505
28,3,0.4775
28,4,0.4975
28,5,0.525
28,6,0.54
28,7,0.535
28,8,0.5675
28,9,0.4625
28,10,0.5125
28,11,0.5025
28,12,0.4625
28,13,0.5025
28,14,0.5575
28,15,0.55
28,16,0.545
28,17,0.5075
28,18,0.5
28,19,0.5225
28,20,0.5175
28,21,0.5075
28,22,0.5175
28,23,0.4825
28,24,0.505
28,25,0.475
28,26,0.455
28,27,0.5
28,28,0.0
28,29,0.485
28,30,0.52
28,31,0.5575
28,32,0.4725
28,33,0.505
28,34,0.44
28,35,0.4775
28,36,0.5175
28,37,0.485
28,38,0.495
28,39,0.4625
28,40,0.525
28,41,0.4375
28,42,0.495
28,43,0.0
28,44,0.535
28,45,0.5
28,46,0.4875
28,47,0.5425
28,48,0.5
28,49,0.49
28,50,0.4775
28,51,0.475
28,52,0.5275
28,53,0.525
28,54,0.5025
28,55,0.515
28,56,0.5175
28,57,0.485
28,58,0.4875
28,59,0.52
28,60,0.4875
28,61,0.465
28,62,0.4475
28,63,0.475
28,64,0.4975
28,65,0.4625
28,66,0.53
28,67,0.49
28,68,0.4725
28,69,0.525
28,70,0.4925
28,71,0.5025
28,72,0.515
28,73,0.5175
28,74,0.525
28,75,0.4925
28,76,0.4675
28,77,0.4725
28,78,0.47
29,0,0.5225
29,1,0.4825
29,2,0.435
29,3,0.4825
29,4,0.5025
29,5,0.515
29,6,0.5
29,7,0.595
29,8,0.5425
29,9,0.4925
29,10,0.5225
29,11,0.5275
29,12,0.4825
29,13,0.4725
29,14,0.4925
29,15,0.475
29,16,0.52
29,17,0.5025
29,18,0.47
29,19,0.4975
29,20,0.4575
29,21,0.5075
29,22,0.5225
29,23,0.4775
29,24,0.485
29,25,0.495
29,26,0.525
29,27,0.51
29,28,0.485
29,29,0.0
29,30,0.535
29,31,0.5275
29,32,0.5425
29,33,0.495
29,34,0.53
29,35,0.4925
29,36,0.4975
29,37,0.46
29,38,0.47
29,39,0.5325
29,40,0.475
29,41,0.4625
29,42,0.475
29,43,0.485
29,44,0.5
29,45,0.415
29,46,0.5575
29,47,0.4575
29,48,0.52
29,49,0.475
29,50,0.4675
29,51,0.53
29,52,0.4825
29,53,0.45
29,54,0.5075
29,55,0.46
29,56,0.4575
29,57,0.48
29,58,0.4725
29,59,0.495
29,60,0.4625
29,61,0.535
29,62,0.5275
29,63,0.495
29,64,0.4725
29,65,0.5125
29,66,0.52
29,67,0.505
29,68,0.4875
29,69,0.48
29,70,0.5375
29,71,0.5225
29,72,0.495
29,73,0.4675
29,74,0.5
29,75,0.5175
29,76,0.4775
29,77,0.4975
29,78,0.48
30,0,0.5275
30,1,0.4575
30,2,0.515
30,3,0.5275
30,4,0.5275
30,5,0.52
30,6,0.545
30,7,0.43
30,8,0.4725
30,9,0.4725
30,10,0.5225
30,11,0.4925
30,12,0.5125
30,13,0.5125
30,14,0.4925
30,15,0.525
30,16,0.48
30,17,0.5375
30,18,0.5
30,19,0.4175
30,20,0.4975
30,21,0.5325
30,22,0.4675
30,23,0.4875
30,24,0.505
30,25,0.445
30,26,0.5
30,27,0.485
30,28,0.52
30,29,0.535
30,30,0.0
30,31,0.4425
30,32,0.5125
30,33,0.545
30,34,0.51
30,35,0.4875
30,36,0.4875
30,37,0.51
30,38,0.545
30,39,0.4625
30,40,0.51
30,41,0.5225
30,42,0.505
30,43,0.52
30,44,0.495
30,45,0.465
30,46,0.4625
30,47,0.4725
30,48,0.53
30,49,0.48
30,50,0.4775
30,51,0.525
30,52,0.4725
30,53,0.485
30,54,0.4975
30,55,0.51
30,56,0.4675
30,57,0.535
30,58,0.5075
30,59,0.455
30,60,0.5425
30,61,0.495
30,62,0.4825
30,63,0.515
30,64,0.5225
30,65,0.5425
30,66,0.56
30,67,0.5
30,68,0.4325
30,69,0.515
30,70,0.4775
30,71,0.4525
30,72,0.53
30,73,0.4825
30,74,0.43
30,75,0.4925
30,76,0.5625
30,77,0.4775
30,78,0.45
31,0,0.495
31,1,0.58
31,2,0.4525
31,3,0.52
31,4,0.44
31,5,0.5425
31,6,0.4575
31,7,0.4875
31,8,0.5
31,9,0.54
31,10,0.505
31,11,0.495
31,12,0.51
31,13,0.485
31,14,0.5
31,15,0.4875
31,16,0.4625
31,17,0.49
31,18,0.5325
31,19,0.42
31,20,0.515
31,21,0.5
31,22,0.485
31,23,0.48
31,24,0.5325
31,25,0.4825
31,26,0.4975
31,27,0.5025
31,28,0.5575
31,29,0.5275
31,30,0.4425
31,31,0.0
31,32,0.505
31,33,0.5125
31,34,0.5225
31,35,0.485
31,36,0.47
31,37,0.4525
31,38,0.5275
31,39,0.48
31,40,0.4975
31,41,0.58
31,42,0.4925
31,43,0.5575
31,44,0.5175
31,45,0.5275
31,46,0.525
31,47,0.43
31,48,0.4725
31,49,0.4675
31,50,0.495
31,51,0.4875
31,52,0.48
31,53,0.4925
31,54,0.485
31,55,0.5175
31,56,0.495
31,57,0.5375
31,58,0.5
31,59,0.4375
31,60,0.585
31,61,0.4875
31,62,0.485
31,63,0.5125
31,64,0.49
31,65,0.475
31,66,0.5375
31,67,0.5275
31,68,0.53
31,69,0.4875
31,70,0.495
31,71,0.525
31,72,0.5275
31,73,0.465
31,74,0.5225
31,75,0.52
31,76,0.495
31,77,0.475
31,78,0.4825
32,0,0.47
32,1,0.495
32,2,0.4975
32,3,0.485
32,4,0.53
32,5,0.5625
32,6,0.5675
32,7,0.4375
32,8,0.51
32,9,0.505
32,10,0.485
32,11,0.46
32,12,0.52
32,13,0.54
32,14,0.51
32,15,0.4825
32,16,0.5025
32,17,0.47
32,18,0.5425
32,19,0.505
32,20,0.505
32,21,0.47
32,22,0.515
32,23,0.465
32,24,0.5025
32,25,0.4375
32,26,0.5325
32,27,0.4675
32,28,0.4725
32,29,0.5425
32,30,0.5125
32,31,0.505
32,32,0.0
32,33,0.4675
32,34,0.4975
32,35,0.495
32,36,0.515
32,37,0.5025
32,38,0.4825
32,39,0.56
32,40,0.4825
32,41,0.485
32,42,0.5725
32,43,0.4725
32,44,0.4825
32,45,0.5025
32,46,0.46
32,47,0.56
32,48,0.4375
32,49,0.5025
32,50,0.535
32,51,0.5325
32,52,0.465
32,53,0.4925
32,54,0.495
32,55,0.4975
32,56,0.54
32,57,0.5175
32,58,0.52
32,59,0.5175
32,60,0.495
32,61,0.5775
32,62,0.505
32,63,0.5125
32,64,0.48
32,65,0.475
32,66,0.5025
32,67,0.5575
32,68,0.44
32,69,0.4425
32,70,0.47
32,71,0.5
32,72,0.5025
32,73,0.5
32,74,0.4875
32,75,0.485
32,76,0.435
32,77,0.49
32,78,0.5075
33,0,0.4925
33,1,0.5225
33,2,0.495
33,3,0.4875
33,4,0.4675
33,5,0.515
33,6,0.55
33,7,0.48
33,8,0.4825
33,9,0.5725
33,10,0.4925
33,11,0.4975
33,12,0.5075
33,13,0.5225
33,14,0.5125
33,15,0.485
33,16,0.5
33,17,0.5175
33,18,0.52
33,19,0.4825
33,20,0.5025
33,21,0.5525
33,22,0.5125
33,23,0.5225
33,24,0.495
33,25,0.485
33,26,0.48
33,27,0.495
33,28,0.505
33,29,0.495
33,30,0.545
33,31,0.5125
33,32,0.4675
33,33,0.0
33,34,0.465
33,35,0.5375
33,36,0.5025
33,37,0.475
33,38,0.52
33,39,0.5325
33,40,0.46
33,41,0.4425
33,42,0.49
33,43,0.505
33,44,0.49
33,45,0.475
33,46,0.5175
33,47,0.4875
33,48,0.54
33,49,0.49
33,50,0.5125
33,51,0.465
33,52,0.4875
33,53,0.505
33,54,0.4725
33,55,0.54
33,56,0.4775
33,57,0.51
33,58,0.4575
33,59,0.455
33,60,0.5375
33,61,0.505
33,62,0.5575
33,63,0.535
33,64,0.4925
33,65,0.5225
33,66,0.52
33,67,0.515
33,68,0.5225
33,69,0.465
33,70,0.4425
33,71,0.4975
33,72,0.51
33,73,0.5325
33,74,0.52
33,75,0.4875
33,76,0.4425
33,77,0.4975
33,78,0.48
34,0,0.5325
34,1,0.5125
34,2,0.5
34,3,0.5175
34,4,0.4675
34,5,0.41
34,6,0.48
34,7,0.49
34,8,0.4775
34,9,0.5025
34,10,0.4625
34,11,0.5025
34,12,0.4975
34,13,0.5175
34,14,0.4725
34,15,0.47
34,16,0.5
34,17,0.5525
34,18,0.46
34,19,0.4975
34,20,0.4925
34,21,0.4925
34,22,0.5475
34,23,0.4625
34,24,0.505
34,25,0.515
34,26,0.425
34,27,0.51
34,28,0.44
34,29,0.53
34,30,0.51
34,31,0.5225
34,32,0.4975
34,33,0.465
34,34,0.0
34,35,0.5275
34,36,0.4625
34,37,0.555
34,38,0.49
34,39,0.4675
34,40,0.46
34,41,0.5125
34,42,0.48
34,43,0.44
34,44,0.485
34,45,0.5
34,46,0.5125
34,47,0.5225
34,48,0.505
34,49,0.475
34,50,0.4875
34,51,0.52
34,52,0.4675
34,53,0.495
34,54,0.5175
34,55,0.525
34,56,0.4575
34,57,0.465
34,58,0.5225
34,59,0.48
34,60,0.4425
34,61,0.54
34,62,0.4875
34,63,0.455
34,64,0.4775
34,65,0.5375
34,66,0.52
34,67,0.525
34,68,0.4775
34,69,0.465
34,70,0.5175
34,71,0.5175
34,72,0.495
34,73,0.4725
34,74,0.53
34,75,0.5175
34,76,0.5025
34,77,0.5325
34,78,0.49
35,0,0.455
35,1,0.54
35,2,0.5425
35,3,0.495
35,4,0.55
35,5,0.5225
35,6,0.4725
35,7,0.4875
35,8,0.47
35,9,0.485
35,10,0.495
35,11,0.495
35,12,0.505
35,13,0.555
35,14,0.52
35,15,0.5075
35,16,0.4225
35,17,0.515
35,18,0.5375
35,19,0.495
35,20,0.54
35,21,0.5
35,22,0.51
35,23,0.48
35,24,0.4175
35,25,0.4875
35,26,0.5025
35,27,0.5125
35,28,0.4775
35,29,0.4925
35,30,0.4875
35,31,0.485
35,32,0.495
35,33,0.5375
35,34,0.5275
35,35,0.0
35,36,0.52
35,37,0.4875
35,38,0.5075
35,39,0.52
35,40,0.5325
35,41,0.485
35,42,0.5175
35,43,0.4775
35,44,0.5525
35,45,0.5125
35,46,0.57
35,47,0.52
35,48,0.5225
35,49,0.4925
35,50,0.45
35,51,0.5225
35,52,0.485
35,53,0.5075
35,54,0.525
35,55,0.5325
35,56,0.56
35,57,0.5225
35,58,0.495
35,59,0.5325
35,60,0.47
35,61,0.4575
35,62,0.48
35,63,0.5125
35,64,0.52
35,65,0.445
35,66,0.5125
35,67,0.4925
35,68,0.475
35,69,0.5375
35,70,0.49
35,71,0.535
35,72,0.5175
35,73,0.475
35,74,0.4925
35,75,0.51
35,76,0.49
35,77,0.485
35,78,0.5125
36,0,0.53
36,1,0.535
36,2,0.4975
36,3,0.475
36,4,0.5
36,5,0.4925
36,6,0.4825
36,7,0.5175
36,8,0.47
36,9,0.5
36,10,0.52
36,11,0.48
36,12,0.5
36,13,0.48
36,14,0.485
36,15,0.5275
36,16,0.4825
36,17,0.495
36,18,0.5125
36,19,0.46
36,20,0.505
36,21,0.49
36,22,0.49
36,23,0.525
36,24,0.5475
36,25,0.5025
36,26,0.5125
36,27,0.4775
36,28,0.5175
36,29,0.4975
36,30,0.4875
36,31,0.47
36,32,0.515
36,33,0.5025
36,34,0.4625
36,35,0.52
36,36,0.0
36,37,0.5125
36,38,0.5275
36,39,0.53
36,40,0.5025
36,41,0.45
36,42,0.4825
36,43,0.5175
36,44,0.4925
36,45,0.4625
36,46,0.53
36,47,0.485
36,48,0.5225
36,49,0.5275
36,50,0.475
36,51,0.4775
36,52,0.565
36,53,0.4475
36,54,0.555
36,55,0.5225
36,56,0.46
36,57,0.4225
36,58,0.5
36,59,0.4875
36,60,0.535
36,61,0.5425
36,62,0.405
36,63,0.4625
36,64,0.505
36,65,0.535
36,66,0.4625
36,67,0.5025
36,68,0.535
36,69,0.5225
36,70,0.525
36,71,0.52
36,72,0.5125
36,73,0.51
36,74,0.4775
36,75,0.465
36,76,0.51
36,77,0.495
36,78,0.4825
37,0,0.5275
37,1,0.5325
37,2,0.5
37,3,0.5225
37,4,0.4525
37,5,0.5
37,6,0.52
37,7,0.515
37,8,0.5125
37,9,0.5075
37,10,0.5175
37,11,0.5425
37,12,0.5125
37,13,0.5075
37,14,0.5175
37,15,0.515
37,16,0.54
37,17,0.4825
37,18,0.49
37,19,0.5275
37,20,0.5225
37,21,0.4575
37,22,0.4875
37,23,0.5075
37,24,0.505
37,25,0.455
37,26,0.455
37,27,0.525
37,28,0.485
37,29,0.46
37,30,0.51
37,31,0.4525
37,32,0.5025
37,33,0.475
37,34,0.555
37,35,0.4875
37,36,0.5125
37,37,0.0
37,38,0.485
37,39,0.4775
37,40,0.54
37,41,0.4925
37,42,0.535
37,43,0.485
37,44,0.59
37,45,0.57
37,46,0.4375
37,47,0.4975
37,48,0.495
37,49,0.47
37,50,0.5375
37,51,0.52
37,52,0.4775
37,53,0.575
37,54,0.5175
37,55,0.485
37,56,0.4825
37,57,0.515
37,58,0.4625
37,59,0.48
37,60,0.4725
37,61,0.52
37,62,0.5025
37,63,0.545
37,64,0.4975
37,65,0.4925
37,66,0.535
37,67,0.49
37,68,0.5225
37,69,0.51
37,70,0.5175
37,71,0.5625
37,72,0.51
37,73,0.5175
37,74,0.565
37,75,0.4825
37,76,0.4975
37,77,0.4875
37,78,0.49
38,0,0.5125
38,1,0.4625
38,2,0.505
38,3,0.4925
38,4,0.5975
38,5,0.455
38,6,0.505
38,7,0.49
38,8,0.4425
38,9,0.5175
38,10,0.5125
38,11,0.4375
38,12,0.5475
38,13,0.4525
38,14,0.4575
38,15,0.48
38,16,0.52
38,17,0.4875
38,18,0.45
38,19,0.4925
38,20,0.5025
38,21,0.5025
38,22,0.4975
38,23,0.5825
38,24,0.44
38,25,0.535
38,26,0.525
38,27,0.47
38,28,0.495
38,29,0.47
38,30,0.545
38,31,0.5275
38,32,0.4825
38,33,0.52
38,34,0.49
38,35,0.5075
38,36,0.5275
38,37,0.485
38,38,0.0
38,39,0.5325
38,40,0.525
38,41,0.4975
38,42,0.52
38,43,0.495
38,44,0.545
38,45,0.48
38,46,0.4525
38,47,0.5325
38,48,0.485
38,49,0.5
38,50,0.5125
38,51,0.455
38,52,0.5275
38,53,0.495
38,54,0.4925
38,55,0.445
38,56,0.4925
38,57,0.52
38,58,0.4725
38,59,0.575
38,60,0.5075
38,61,0.54
38,62,0.5075
38,63,0.505
38,64,0.4875
38,65,0.4825
38,66,0.515
38,67,0.46
38,68,0.4525
38,69,0.53
38,70,0.4625
38,71,0.5525
38,72,0.475
38,73,0.4975
38,74,0.535
38,75,0.4875
38,76,0.4825
38,77,0.5175
38,78,0.545
39,0,0.485
39,1,0.525
39,2,0.5275
39,3,0.525
39,4,0.415
39,5,0.5025
39,6,0.5525
39,7,0.4825
39,8,0.42
39,9,0.505
39,10,0.535
39,11,0.515
39,12,0.51
39,13,0.515
39,14,0.505
39,15,0.4975
39,16,0.5025
39,17,0.525
39,18,0.4925
39,19,0.56
39,20,0.5
39,21,0.515
39,22,0.59
39,23,0.48
39,24,0.5175
39,25,0.5275
39,26,0.4325
39,27,0.4925
39,28,0.4625
39,29,0.5325
39,30,0.4625
39,31,0.48
39,32,0.56
39,33,0.5325
39,34,0.4675
39,35,0.52
39,36,0.53
39,37,0.4775
39,38,0.5325
39,39,0.0
39,40,0.4775
39,41,0.555
39,42,0.4725
39,43,0.4625
39,44,0.5225
39,45,0.5375
39,46,0.49
39,47,0.47
39,48,0.5325
39,49,0.5075
39,50,0.525
39,51,0.4875
39,52,0.485
39,53,0.4975
39,54,0.455
39,55,0.4875
39,56,0.515
39,57,0.5125
39,58,0.485
39,59,0.4875
39,60,0.475
39,61,0.4625
39,62,0.51
39,63,0.4725
39,64,0.515
39,65,0.48
39,66,0.4925
39,67,0.5325
39,68,0.515
39,69,0.5325
39,70,0.48
39,71,0.555
39,72,0.5425
39,73,0.52
39,74,0.5325
39,75,0.515
39,76,0.465
39,77,0.485
39,78,0.4725
40,0,0.5175
40,1,0.4775
40,2,0.525
40,3,0.5225
40,4,0.5125
40,5,0.565
40,6,0.46
40,7,0.505
40,8,0.5075
40,9,0.4625
40,10,0.4975
40,11,0.4825
40,12,0.5075
40,13,0.4875
40,14,0.4975
40,15,0.465
40,16,0.42
40,17,0.4925
40,18,0.52
40,19,0.4475
40,20,0.5075
40,21,0.5125
40,22,0.4875
40,23,0.4725
40,24,0.495
40,25,0.525
40,26,0.505
40,27,0.55
40,28,0.525
40,29,0.475
40,30,0.51
40,31,0.4975
40,32,0.4825
40,33,0.46
40,34,0.46
40,35,0.5325
40,36,0.5025
40,37,0.54
40,38,0.525
40,39,0.4775
40,40,0.0
40,41,0.5975
40,42,0.51
40,43,0.525
40,44,0.455
40,45,0.47
40,46,0.5475
40,47,0.4825
40,48,0.465
40,49,0.495
40,50,0.4625
40,51,0.545
40,52,0.4925
40,53,0.41
40,54,0.5025
40,55,0.495
40,56,0.4925
40,57,0.495
40,58,0.4975
40,59,0.47
40,60,0.5625
40,61,0.51
40,62,0.5275
40,63,0.47
40,64,0.4825
40,65,0.5425
40,66,0.475
40,67,0.55
40,68,0.4875
40,69,0.445
40,70,0.4225
40,71,0.5475
40,72,0.505
40,73,0.4925
40,74,0.51
40,75,0.5525
40,76,0.4575
40,77,0.4925
40,78,0.45
41,0,0.505
41,1,0.495
41,2,0.4725
41,3,0.45
41,4,0.575
41,5,0.4575
41,6,0.5125
41,7,0.4625
41,8,0.49
41,9,0.495
41,10,0.535
41,11,0.475
41,12,0.41
41,13,0.495
41,14,0.515
41,15,0.5425
41,16,0.5575
41,17,0.535
41,18,0.5125
41,19,0.545
41,20,0.54
41,21,0.525
41,22,0.53
41,23,0.485
41,24,0.5225
41,25,0.4475
41,26,0.4975
41,27,0.4825
41,28,0.4375
41,29,0.4625
41,30,0.5225
41,31,0.58
41,32,0.485
41,33,0.4425
41,34,0.5125
41,35,0.485
41,36,0.45
41,37,0.4925
41,38,0.4975
41,39,0.555
41,40,0.5975
41,41,0.0
41,42,0.5025
41,43,0.4375
41,44,0.5525
41,45,0.4725
41,46,0.515
41,47,0.43
41,48,0.5025
