0.490304,0.536064,0.482752,0.44928,0.492992,0.478784,0.552,0.48064,0.504256,0.473216,0.42496,0.467136,0.498944,0.463168,0.461824,0.462016,0.4928,0.5808,0.493312,0.546432,0.511872,0.468608,0.470336,0.497088,0.457856,0.518592,0.465408,0.462848,0.518592,0.516928,0.469888,0.437248,0.44928,0.533696,0.483584,0.49952,0.459136,0.481216,0.506048,0.509312,0.530688,0.422656,0.493632,0.53056,0.549824,0.477248,0.49056,0.524928,0.4976,0.46048,0.461504,0.461312,0.456768,0.477504,0.483008,0.489408,0.528704,0.510272,0.49856,0.516864,0.466432,0.497344,0.458816,0.489792,0.538048,0.502272,0.46944,0.511808,0.511104,0.500544,0.522624,0.4736,0.522432,0.50528,0.444672,0.507776,0.48288,0.476992,0.504256
0.50048,0.475648,0.456704,0.43168,0.520448,0.47296,0.487616,0.437248,0.469376,0.47936,0.45664,0.514688,0.43872,0.497792,0.542272,0.48544,0.456896,0.46752,0.547264,0.46432,0.500224,0.509248,0.399616,0.536768,0.456768,0.49184,0.470912,0.48576,0.4896,0.44352,0.47712,0.483648,0.43424,0.418624,0.497536,0.527552,0.420288,0.50112,0.497152,0.488,0.507648,0.45376,0.422016,0.463488,0.435712,0.431104,0.484096,0.486272,0.448512,0.475776,0.446016,0.428736,0.51104,0.464576,0.387456,0.4384,0.494144,0.507648,0.444096,0.5168,0.443584,0.48416,0.480448,0.440768,0.44576,0.481152,0.461312,0.454016,0.45408,0.52096,0.436672,0.441856,0.4592,0.494208,0.512768,0.450624,0.452288,0.485888,0.469376
0.454016,0.500928,0.453632,0.470016,0.474944,0.469696,0.49056,0.570048,0.452736,0.50592,0.423552,0.46112,0.519168,0.441664,0.431616,0.457536,0.511744,0.462528,0.479424,0.46464,0.4944,0.44,0.540032,0.423488,0.476736,0.46496,0.429248,0.413696,0.522368,0.470336,0.53056,0.536576,0.412672,0.490496,0.469376,0.45376,0.516544,0.474368,0.501696,0.462912,0.42016,0.485056,0.456768,0.465856,0.45472,0.466496,0.487424,0.497216,0.541568,0.458496,0.472128,0.488,0.459584,0.563456,0.402816,0.442688,0.528448,0.51136,0.52128,0.504832,0.537024,0.48672,0.427968,0.491072,0.494464,0.48864,0.482176,0.404352,0.464576,0.507648,0.474048,0.494464,0.499456,0.48544,0.465344,0.436736,0.501248,0.501504,0.452736
0.445824,0.51328,0.49408,0.482048,0.498624,0.458048,0.503808,0.469568,0.514304,0.44672,0.458176,0.514176,0.50368,0.44576,0.474176,0.442752,0.457024,0.444864,0.505152,0.446912,0.523712,0.425344,0.48608,0.48,0.492864,0.5248,0.480832,0.515264,0.470016,0.498816,0.526976,0.443264,0.471808,0.516288,0.441472,0.483328,0.495488,0.532608,0.515648,0.493184,0.420736,0.48096,0.480384,0.446656,0.504832,0.482176,0.485824,0.50144,0.507456,0.447808,0.442048,0.474176,0.464384,0.474944,0.43328,0.470592,0.433088,0.529024,0.4448,0.473472,0.492352,0.523904,0.501056,0.434304,0.492992,0.482432,0.430208,0.466624,0.40128,0.45664,0.480448,0.492928,0.477376,0.51328,0.484032,0.484864,0.470208,0.490816,0.514304
0.508736,0.454528,0.521856,0.430144,0.474752,0.487616,0.422848,0.512448,0.506432,0.494784,0.518336,0.416768,0.462784,0.444736,0.471552,0.480192,0.406912,0.434752,0.481728,0.467584,0.413824,0.45184,0.402944,0.439744,0.504064,0.46112,0.514752,0.456256,0.481856,0.50272,0.47072,0.494848,0.504192,0.499328,0.472896,0.531584,0.497472,0.48384,0.46048,0.535616,0.488128,0.469248,0.485888,0.521216,0.501312,0.483776,0.470016,0.458944,0.476544,0.4544,0.479936,0.450496,0.485376,0.497664,0.415552,0.496704,0.471232,0.483328,0.471232,0.507392,0.463296,0.444672,0.455616,0.491456,0.510912,0.504256,0.507712,0.510848,0.506368,0.399168,0.425088,0.503616,0.49824,0.45984,0.523264,0.45888,0.454016,0.464512,0.506432
0.52128,0.44576,0.444544,0.46784,0.453504,0.469888,0.459648,0.541312,0.481728,0.484864,0.469312,0.439296,0.48288,0.475712,0.518272,0.43808,0.47936,0.51328,0.470272,0.490304,0.508736,0.510784,0.427392,0.506048,0.47744,0.420032,0.48512,0.501824,0.498432,0.524032,0.489344,0.47968,0.462016,0.440128,0.469952,0.509888,0.441984,0.451328,0.465216,0.536128,0.440768,0.5136,0.473984,0.454592,0.476224,0.518528,0.441152,0.466368,0.413248,0.544256,0.474432,0.50304,0.466624,0.491392,0.47232,0.526016,0.478656,0.475392,0.47712,0.475328,0.517888,0.46368,0.51456,0.5648,0.475712,0.505088,0.525504,0.466752,0.521216,0.459008,0.480768,0.545408,0.519936,0.446272,0.452864,0.461888,0.462208,0.516352,0.481728
0.48736,0.409344,0.511936,0.497472,0.45792,0.53056,0.503104,0.46176,0.497792,0.501056,0.521472,0.48032,0.510784,0.46368,0.5136,0.520256,0.451328,0.435712,0.432512,0.483136,0.418688,0.459328,0.39936,0.44864,0.452736,0.43328,0.4576,0.51328,0.473856,0.484672,0.433088,0.521088,0.459456,0.430592,0.4416,0.487488,0.467904,0.488896,0.453888,0.476352,0.446976,0.433536,0.464,0.536064,0.470208,0.482432,0.495168,0.502912,0.519808,0.488704,0.518208,0.448768,0.51424,0.487104,0.419136,0.495808,0.467968,0.453184,0.47616,0.49472,0.508736,0.499264,0.437632,0.455616,0.545408,0.41728,0.53088,0.466624,0.442752,0.513024,0.519168,0.503744,0.49216,0.468992,0.493568,0.493504,0.489984,0.591187270501836,0.497792
0.45152,0.515136,0.455296,0.465344,0.4624,0.468544,0.44832,0.525504,0.427584,0.488,0.49408,0.502976,0.485824,0.532096,0.516032,0.474496,0.473408,0.465216,0.478272,0.539392,0.468096,0.485824,0.491648,0.512448,0.444608,0.447552,0.484864,0.455232,0.400448,0.53792,0.514816,0.470464,0.46816,0.449024,0.422144,0.512448,0.493056,0.490048,0.544896,0.455104,0.530304,0.466944,0.48736,0.493184,0.558208,0.429184,0.50912,0.481472,0.494208,0.48736,0.45312,0.52736,0.494848,0.473152,0.452352,0.421248,0.531328,0.471488,0.496256,0.474368,0.524352,0.499712,0.41152,0.48608,0.466112,0.507328,0.511488,0.444288,0.536512,0.44832,0.472768,0.462912,0.480064,0.538176,0.445632,0.504704,0.510528,0.42304,0.427584
0.51008,0.471872,0.49408,0.497664,0.47552,0.501632,0.499584,0.4816,0.497792,0.45472,0.407808,0.50848,0.494464,0.483776,0.533312,0.462464,0.541568,0.43328,0.50848,0.435392,0.428224,0.4048,0.40992,0.451392,0.486144,0.49504,0.547456,0.421824,0.427968,0.51744,0.41984,0.454912,0.48992,0.46368,0.466176,0.463232,0.498048,0.440384,0.47584,0.446592,0.465088,0.4784,0.524224,0.46912,0.480128,0.516864,0.49312,0.471808,0.442624,0.457536,0.488192,0.477312,0.448384,0.492352,0.493376,0.496256,0.51296,0.529664,0.498752,0.459136,0.498432,0.407936,0.429184,0.470784,0.451328,0.49024,0.466944,0.494528,0.4752,0.489088,0.507072,0.452032,0.485376,0.46208,0.46272,0.5152,0.478464,0.42872117400419285,0.497792
0.417344,0.483968,0.54752,0.475712,0.48542857142857143,0.471488,0.422976,0.51392,0.508352,0.486336,0.498176,0.489856,0.473152,0.485184,0.545152,0.503424,0.449728,0.3789090909090909,0.5186086956521739,0.4643478260869565,0.513728,0.4098181818181818,0.48224,0.499264,0.500544,0.432,0.470528,0.524992,0.483712,0.453696,0.520384,0.499776,0.507712,0.470912,0.51456,0.4138181818181818,0.434944,0.527232,0.4767272727272727,0.449088,0.492544,0.48896,0.5909565217391304,0.496512,0.48233333333333334,0.3872,0.406656,0.42752,0.505344,0.483008,0.476928,0.521088,0.488832,0.5419130434782609,0.5958260869565217,0.5448571428571428,0.515136,0.463488,0.4126153846153846,0.481024,0.431168,0.534208,0.442944,0.473536,0.458496,0.432896,0.482752,0.46368,0.5392,0.49066666666666664,0.427776,0.420864,0.474048,0.4106666666666667,0.492864,0.542464,0.486784,0.4807272727272727,0.508352
